season,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,year,caught_by,species
1,,24,TV Series,"Ghost of Captain Pescado,Kelp Monster,Octopus Monster","Male,Male,Male","Ghost,Plant,Animal","Pirate,Humanoid,Octopus",Kelp,False,3,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,Scooby,Plant
1,,24,TV Series,"Ghost of Captain Pescado,Kelp Monster,Octopus Monster","Male,Male,Male","Ghost,Plant,Animal","Pirate,Humanoid,Octopus",Human,False,3,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,Scooby,Humanoid
1,,24,TV Series,"Ghost of Captain Pescado,Kelp Monster,Octopus Monster","Male,Male,Male","Ghost,Plant,Animal","Pirate,Humanoid,Octopus",Octopus,False,3,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,Scooby,Animal
1,1976-12-04,24,TV Series,Rambling Ghost,Male,Ghost,Athlete,Human,False,1,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1976.0,Scooby,Humanoid
1,1976-12-11,24,TV Series,"Strawberry Technicolor Phantom,Chocolate Technicolor Phantom,Vanilla Technicolor Phantom","Male,Male,Male","Ghost,Ghost,Ghost","Phantom,Phantom,Phantom",Human,False,3,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1976.0,Unknown,Humanoid
1,1976-12-18,24,TV Series,"Ghost of Benedict Arnold,Ghost of William Demont,Ghost of Major Andre","Male,Male,Male","Ghost,Ghost,Ghost","Statue,Statue,Statue",Human,False,3,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1976.0,Scooby,Humanoid
2,1977-09-10,24,TV Series,"Viking Ghost,Viking Ghost,Viking Ghost","Male,Male,Male","Ghost,Ghost,Ghost","Viking,Viking,Viking",Human,False,3,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1977.0,Unknown,Humanoid
2,1977-09-17,24,TV Series,Gramps the Vamp,Male,Undead,Vampire,Human,False,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,1977.0,Shaggy,Humanoid
2,1977-09-24,24,TV Series,Pterodactyl Ghost,Male,Ghost,Pterodactyl,Dinosaur,False,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1977.0,Scooby,Animal
2,,24,TV Series,Phantom of Milo Booth,Male,Ghost,Phantom,Human,False,1,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,,Shaggy,Humanoid
1,,12,TV Series (segmented),Lochness Monster,Female,Animal,Lochness Monster,Lochness Monster,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,0.0,,Unknown,Fantastical
2,1977-10-08,24,TV Series,Phantom Racer,Male,Ghost,Phantom,Human,False,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1977.0,Shaggy,Humanoid
2,1977-10-15,24,TV Series,"Ghost of Witch McCoy,Zombie","Female,Male,","Ghost,Undead","Witch,Zombie",Human,False,2,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1977.0,Unknown,Humanoid
2,1977-10-22,24,TV Series,Futuristic Monster,Male,Animal,Humanoid,Insect,False,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1977.0,Unknown,Creature
2,,24,TV Series,"Creepy Heap from the Deep,Soulless Captain Clements","Male,Male","Animal,Undead","Sea-Monster,Possessed",Sea-Monster,False,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,,Fred,Fantastical
2,,24,TV Series,"Creepy Heap from the Deep,Soulless Captain Clements","Male,Male","Animal,Undead","Sea-Monster,Possessed",Human,False,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,,Fred,Humanoid
1,1977-11-05,12,TV Series (segmented),"Abominable Snowman,Abominable Snowwoman","Male,Female","Animal,Animal","Yeti,Yeti",Snow-Monster,True,2,,,,,False,,,,,False,,,,,False,,,,,False,False,False,False,,,,,,,,0.0,1977.0,Unknown,Fantastical
1,1977-11-26,12,TV Series (segmented),Leprechaun,Male,Mythical,Magician,Leprechaun,True,1,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,1977.0,Unknown,Mythical
1,1977-12-03,12,TV Series (segmented),Prehistoric Dinosaur,Male,Animal,Dinosaur,Dinosaur,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,0.0,1977.0,Unknown,Animal
3,,22,TV Series,"Willawa,Owl Men,Owl Men","Male,Male,Male","Animal,Animal,Animal","Owl,Humanoid,Humanoid",Owl,False,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,Scooby,Animal
2,,12,TV Series (segmented),Ghost of Blue Beard,Male,Ghost,Pirate,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,0.0,,Unknown,Humanoid
3,1978-09-16,23,TV Series,"Skeleton Men,Skeleton Men,Skeleton Men","Male,Male,Male","Undead,Undead,Undead","Skeleton,Skeleton,Skeleton",Human,False,3,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,2.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,1978.0,Fred,Humanoid
3,,23,TV Series,Snow Beast,Male,Animal,Beast,Snow-Monster,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,6.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,,Scooby,Fantastical
2,,12,TV Series (segmented),Annabelle,Female,Mythical,Amazonian,Amazonian,True,1,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,Unknown,Humanoid
2,,12,TV Series (segmented),"Frankenstein's Monster,Vampires,Living Trees,Monster of the Black Lagoon","Male,Male,Male,Male","Undead,Undead,Plant,Animal","Frankenstein's Monster,Vampire,Tree,Serpent",Tree,True,4,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,Unknown,Plant
2,,12,TV Series (segmented),"Frankenstein's Monster,Vampires,Living Trees,Monster of the Black Lagoon","Male,Male,Male,Male","Undead,Undead,Plant,Animal","Frankenstein's Monster,Vampire,Tree,Serpent",Human,True,4,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,Unknown,Humanoid
2,,12,TV Series (segmented),"Frankenstein's Monster,Vampires,Living Trees,Monster of the Black Lagoon","Male,Male,Male,Male","Undead,Undead,Plant,Animal","Frankenstein's Monster,Vampire,Tree,Serpent",Swamp Monster,True,4,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,Unknown,Fantastical
3,1978-09-30,23,TV Series,Ghost Witch of Old Salem,Female,Ghost,Witch,Human,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1978.0,Unknown,Humanoid
3,,22,TV Series,Tar Monster,Male,Possessed Object,Tar,Creature,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7.0,2.0,0.0,0.0,9.0,0.0,2.0,1.0,,Fred,Creature
2,,12,TV Series (segmented),Giant Squid,Male,Animal,GIant,Squid,True,1,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,Unknown,Animal
3,,23,TV Series,"Ghost of Finnyan McDuff,Loch Ness Monster","Male,Female","Ghost,Mythical","Phantom,Loch Ness Monster",Dinosaur,False,2,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,4.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,,Scooby,Animal
3,,23,TV Series,"Ghost of Finnyan McDuff,Loch Ness Monster","Male,Female","Ghost,Mythical","Phantom,Loch Ness Monster",Human,False,2,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,4.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,,Scooby,Humanoid
3,1978-10-21,23,TV Series,Old Iron Face,Male,Disguised,Pirate,Human,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,6.0,2.0,0.0,0.0,9.0,0.0,1.0,1.0,1978.0,Fred,Humanoid
3,1978-10-28,22,TV Series,Jaguaro,Male,Animal,Beast,Jungle-Monster,False,1,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,7.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,1978.0,Scooby,Fantastical
3,1978-11-04,23,TV Series,Cat Creature,Male,Animal,Humanoid,Cat,False,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1978.0,Scooby,Animal
3,1978-11-11,23,TV Series,Mantis,Male,Animal,Humanoid,Mantis,False,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1978.0,Scooby,Creature
3,1978-11-18,23,TV Series,Phantom,Male,Ghost,Musician,Human,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1978.0,Scooby,Humanoid
3,1978-11-25,23,TV Series,Moon Monster,Male,Ghost,Demon,Beast,False,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1978.0,Unknown,Fantastical
3,1978-12-02,23,TV Series,Ghostly Gondolier,Male,Ghost,Phantom,Human,False,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1978.0,Scooby,Humanoid
3,1978-12-09,23,TV Series,Ghost of Juan Carlos,Male,Ghost,Phantom,Human,False,1,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1978.0,Scooby,Humanoid
3,,23,TV Series,"Anthos,Devil Hound","Male,Male","Ancient,Animal","Warlock,Demon",Hound,False,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,,Scooby,Animal
3,,23,TV Series,"Anthos,Devil Hound","Male,Male","Ancient,Animal","Warlock,Demon",Human,False,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,,Scooby,Humanoid
3,1978-12-23,23,TV Series,Beast of Bottomless Lake,Male,Animal,Humanoid,Sea-Monster,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,1978.0,Scooby,Fantastical
1,1979-09-22,21,TV Series,Blue Scarab,Male,Disguised,Super-Villain,Human,False,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1979.0,Scooby,Humanoid
1,1979-09-29,21,TV Series,Night Ghoul,Male,Undead,Ghoul,Human,False,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1979.0,Scooby,Humanoid
1,1979-10-06,21,TV Series,Alien,Male,Extraterrestrial,Alien,Alien,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1979.0,Fred,Humanoid
1,1979-10-13,21,TV Series,Neon Phantom,Male,Ghost,Phantom,Human,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,1979.0,Other,Humanoid
1,,21,TV Series,"Snake Demon,Clown","Male,Male","Animal,Disguised","Demon,Clown",Human,False,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,Scooby,Humanoid
1,,21,TV Series,"Snake Demon,Clown","Male,Male","Animal,Disguised","Demon,Clown",Snake,False,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,,Scooby,Animal
1,1979-10-27,21,TV Series,Sky Skeleton,Male,Undead,Skeleton,Human,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,1979.0,Other,Humanoid
1,1979-11-03,21,TV Series,Dragon Beast,Male,Mythical,Humanoid,Dragon,False,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1979.0,Daphnie,Fantastical
1,1979-11-10,21,TV Series,Devil Bear,Male,Animal,Demon,Bear,False,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1979.0,Other,Animal
1,1979-11-17,21,TV Series,Sea Beast of the Aztecs,Male,Animal,Humanoid,Sea-Monster,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,1979.0,Fred,Fantastical
1,1979-11-24,21,TV Series,Lady Vampire of the Bat,Female,Undead,Vampire,Human,False,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1979.0,Velma,Humanoid
1,1979-12-01,21,TV Series,Star Creature,Male,Extraterrestrial,Humanoid,Star,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1979.0,Velma,Elemental
1,1979-12-08,21,TV Series,Shadow Creature,Male,Animal,Humanoid,Creature,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1979.0,Other,Creature
1,1979-12-15,21,TV Series,Ghost of Jeremiah Pratt,Male,Ghost,Phantom,Human,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0,1979.0,Unknown,Humanoid
1,1979-12-22,21,TV Series,Ghost of the Great Haldane,Male,Ghost,Magician,Human,False,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1979.0,Scooby,Humanoid
1,1979-12-29,21,TV Series,Minotaur,Male,Mythical,Minotaur,Minotaur,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,1979.0,Scooby,Mythical
1,,8,TV Series (segmented),"Aliens,Aliens","Male,Male","Extraterrestrial,Extraterrestrial","Alien,Alien",Alien,True,2,,,,False,False,,,,True,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Sylvester,Male,Undead,Vampire,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Chinese Food Factory Burglar,Male,Disguised,Masked,Human,False,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,True,False,,,,,0.0,0.0,0.0,1.0,,Other,Humanoid
1,,8,TV Series (segmented),Arabian Magician,Male,Magician,Magician,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,0.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Cat Man,Male,Animal,Humanoid,Cat,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,2.0,0.0,0.0,1.0,,Unknown,Animal
1,1980-11-22,8,TV Series (segmented),Mummy,Male,Undead,Mummy,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,7.0,0.0,0.0,1.0,1980.0,Unknown,Humanoid
1,,8,TV Series (segmented),Caveman,Male,Ancient,Caveman,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Pirate,Male,Ancient,Pirate,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,2.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Swamp Witch,Female,Magician,Witch,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,4.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Knight,Male,Ancient,Knight,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Wax Master,Male,Possessed Object,Statue,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),"Evil Trees,Caterpillar,Cheshire Cat,Queen of Hearts","Male,Male,Male,Female","Plant,Animal,Animal,Magician","Evil,Talking,Talking,Queen",Cat,False,4,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,0.0,,Unknown,Animal
1,,8,TV Series (segmented),"Evil Trees,Caterpillar,Cheshire Cat,Queen of Hearts","Male,Male,Male,Female","Plant,Animal,Animal,Magician","Evil,Talking,Talking,Queen",Tree,False,4,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,0.0,,Unknown,Plant
1,,8,TV Series (segmented),"Evil Trees,Caterpillar,Cheshire Cat,Queen of Hearts","Male,Male,Male,Female","Plant,Animal,Animal,Magician","Evil,Talking,Talking,Queen",Human,False,4,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,0.0,,Unknown,Humanoid
1,,8,TV Series (segmented),"Evil Trees,Caterpillar,Cheshire Cat,Queen of Hearts","Male,Male,Male,Female","Plant,Animal,Animal,Magician","Evil,Talking,Talking,Queen",Caterpillar,False,4,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,0.0,,Unknown,Creature
1,,8,TV Series (segmented),Lava Monster,Male,Possessed Object,Statue,Lava,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Elemental
1,,8,TV Series (segmented),Alaskan Monster,Male,Animal,Beast,Snow-Monster,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,5.0,0.0,0.0,1.0,,Unknown,Fantastical
1,,8,TV Series (segmented),Rocky Maximus,Male,Ancient,Gladiator,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Swamp Monster,Male,Animal,Beast,Swamp-Monster,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Fantastical
1,1981-01-10,8,TV Series (segmented),Shaggy,Male,Animal,Werewolf,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,1981.0,Unknown,Humanoid
1,,8,TV Series (segmented),"Rock Monsters,Rock Monsters","Male,Male","Possessed Object,Possessed Object","Rock,Rock",Cave-Monster,True,2,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Fantastical
1,,8,TV Series (segmented),Wicked Witch of the North by Southeast,Female,Magician,Witch,Human,False,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,8,TV Series (segmented),Phantom of the Sewers,Male,Disguised,Phantom,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,True,False,,,,,4.0,0.0,0.0,1.0,,Other,Humanoid
1,,8,TV Series (segmented),Rawhide Red,Male,Mechanical,Robot,Object,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Object
1,,8,TV Series (segmented),Enemy Spy,Male,Disguised,Spy,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,2.0,0.0,0.0,2.0,,Unknown,Humanoid
1,1981-01-31,8,TV Series (segmented),Alien,Male,Extraterrestrial,Alien,Alien,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,1.0,1981.0,Unknown,Humanoid
2,,8,TV Series (segmented),Pleasure Island Man,Male,Magician,Trickster,Human,False,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,1.0,,Unknown,Humanoid
2,,8,TV Series (segmented),Pirate,Male,Ghost,Pirate,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,5.0,0.0,0.0,1.0,,Unknown,Humanoid
2,,8,TV Series (segmented),Sheet Ghost,Male,Ghost,Phantom,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,0.0,,Unknown,Humanoid
2,,8,TV Series (segmented),Centaur,Male,Animal,Centaur,Centaur,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,1.0,,Unknown,Mythical
2,,8,TV Series (segmented),"Merlin,Jasper","Male,Male","Magician,Animal","Wizard,Giant",Human,True,2,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Humanoid
2,,8,TV Series (segmented),"Merlin,Jasper","Male,Male","Magician,Animal","Wizard,Giant",Frog,True,2,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Animal
2,,8,TV Series (segmented),Alien,Male,Extraterrestrial,Alien,Alien,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,1.0,,Unknown,Humanoid
2,,8,TV Series (segmented),Dragon,Male,Mythical,Dragon,Dragon,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,2.0,0.0,0.0,1.0,,Unknown,Fantastical
2,,8,TV Series (segmented),Pat O'Wiley,Male,Mythical,Leprechaun,Leprechaun,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,5.0,0.0,0.0,0.0,,Unknown,Mythical
2,,8,TV Series (segmented),Madame Olga,Female,Magician,Witch,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Humanoid
2,,8,TV Series (segmented),"Red Baron,T-Rex","Male,Male","Ancient,Animal","Pilot,Dinosaur",Dinosaur,False,2,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Animal
2,,8,TV Series (segmented),"Red Baron,T-Rex","Male,Male","Ancient,Animal","Pilot,Dinosaur",Human,False,2,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,1.0,,Unknown,Humanoid
2,,8,TV Series (segmented),Toy Gorilla,Male,Mechanical,Toy,Gorilla,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,5.0,0.0,0.0,1.0,,Unknown,Animal
2,,8,TV Series (segmented),Plutonian,Male,Extraterrestrial,Alien,Hound,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,1.0,0.0,0.0,0.0,,Unknown,Animal
2,,8,TV Series (segmented),Dr. Wolf,Male,Animal,Werewolf,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,4.0,0.0,0.0,0.0,,Unknown,Humanoid
2,,8,TV Series (segmented),Vampire Foreman,Male,Undead,Vampire,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,1.0,,Unknown,Humanoid
2,,8,TV Series (segmented),Carnivorous Plants,Male,Plant,Giant,Venus Fly Trap,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,7.0,0.0,0.0,1.0,,Unknown,Plant
2,,8,TV Series (segmented),Bigfoot,Male,Animal,Humanoid,Bigfoot,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,2.0,0.0,0.0,0.0,,Unknown,Mythical
2,,8,TV Series (segmented),Giant,Male,Mythical,Giant,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,1.0,,Unknown,Humanoid
